Height	Angle1	Angle2	Angle3	Angle4	Angle5	Angle6	label
1629.92	65.0621	75.8765	180	180	173.347	162.411	2
1634.82	64.6718	77.2207	180	179.98	173.192	163.106	2
1577.34	61.9811	59.3003	179.98	179.98	173.104	163.377	2
1624.02	62.1541	75.2788	180	180	172.994	160.838	2
1655.92	67.6071	88.2492	180	180	172.794	161.577	2
1618.55	72.5521	75.4546	179.98	179.98	172.596	159.041	2
1626.01	71.6102	78.7038	180	180	171.809	158.222	2
1642.04	68.4192	85.7656	180	180	171.702	155.945	2
1648.84	68.4434	88.4203	180	180	171.727	155.51	2
1639.8	68.4369	84.5793	180	180	171.927	155.55	2
1604	66.1986	74.4108	179.98	180	172.093	152.317	2
1650.78	66.6307	85.8183	180	179.972	172.043	157.609	2
1639.75	67.24	79.835	180	180	172.068	159.327	2
1649.82	65.603	81.1429	179.98	180	171.398	160.181	2
1684.3	79.5447	92.5131	179.98	179.98	170.025	164.005	2
1685.96	92.6078	93.3715	180	180	170.144	164.073	2
1683.41	93.7327	87.4251	179.98	180	170.328	162.765	2
1676.34	87.3156	91.1831	179.98	179.98	171.252	163.379	2
1662.61	89.0425	84.9045	179.98	179.98	170.692	159.864	2
1661.12	88.6467	85.0165	180	180	170.403	159.389	2
1652.36	84.5063	84.9086	180	180	170.107	158.954	2
1662.93	90.1748	84.0724	180	180	169.88	158.374	2
1663.35	90.4575	83.4299	180	180	169.799	157.475	2
1657.48	87.9179	80.7791	180	180	169.522	156.318	2
1650.13	84.8464	76.2572	180	180	168.709	153.556	2
1678.94	100.665	87.9106	180	180	169.072	154.93	2
1710.32	117.233	98.4224	180	180	167.341	156.021	2
1721.32	122.176	100.711	179.98	179.98	166.343	155.68	2
1713.56	118.021	97.1217	180	180	165.735	154.483	2
1706.38	112.704	95.9265	179.98	179.98	165.144	153.709	2
1694.61	113.135	94.6949	179.98	179.98	164.473	154.941	2
1700.69	128.56	97.3254	179.98	179.98	163.313	153.684	2
1699.15	128.694	96.3633	179.98	179.98	162.148	152.048	2
1690.85	123.427	99.5352	180	180	160.938	151.215	2
1679.89	119.117	98.0516	180	180	159.909	152.824	2
1690.81	132.373	106.655	179.98	179.98	158.761	151.768	2
1678.42	128.915	106.82	179.98	180	158.335	152.092	2
1667.66	122.901	108.394	179.98	179.98	157.921	151.888	2
1637.62	104.444	102.236	180	180	157.455	151.356	2
1639.39	107.99	97.764	179.98	180	156.852	155.567	2
1642.51	111.158	88.1495	179.98	179.98	156.149	151.199	2
1641.7	114.253	94.6952	179.98	179.98	155.524	153.198	2
1638.66	113.642	87.7816	180	179.98	155.497	152.436	2
1681.93	117.21	146.061	179.98	179.98	155.498	154.707	2
1639.4	116.868	91.9417	179.98	179.98	155.63	152.969	2
1629.49	113.477	91.9589	179.98	179.98	156.043	153.472	2
1624.95	112.059	104.126	179.98	179.98	156.367	152.505	2
1574.42	83.1467	84.9984	179.98	180	156.817	148.019	2
1590.77	93.9905	92.8322	180	180	156.286	146.569	2
1593.26	92.7476	97.5448	179.98	179.98	155.849	147.042	2
1615.73	117.466	102.714	179.98	179.98	155.935	147.825	2
1626.39	124.11	100.712	179.98	180	156.157	146.96	2
1630.09	125.861	101.45	179.98	179.98	156.379	147.011	2
1627.67	124.456	101.381	180	179.98	156.707	147.522	2
1629.6	132.072	105.584	180	180	156.831	147.858	2
1630.22	133.334	105.866	180	180	156.678	147.406	2
1618.19	126.076	107.179	180	180	157.813	149.114	2
1613.23	122.971	107.866	179.98	180	158.057	149.369	2
1600.59	118.14	101.69	179.98	179.98	157.856	148.954	2
1591.94	120.821	95.3989	179.98	180	157.197	146.076	2
1584.55	117.107	92.8251	180	180	157.118	145.665	2
1578.94	116.413	92.4426	180	180	157.341	146.323	2
1577.48	116.423	91.782	180	180	157.567	146.77	2
1579.17	119.091	93.1188	180	180	157.716	147.209	2
1580.67	121.628	95.7841	180	180	157.99	147.909	2
1594.62	134.613	101.531	180	180	157.981	148.72	2
1595.72	136.215	103.438	180	180	158.16	149.221	2
1596.92	137.391	102.926	179.98	180	158.233	149.508	2
1593.68	133.215	103.549	180	180	158.399	149.386	2
1592.4	131.052	103.135	180	180	158.37	149.047	2
1592.41	131.787	102.824	180	180	158.188	148.725	2
1587.04	131.064	105.218	179.98	180	157.448	147.979	2
1545.63	109.58	105.045	180	180	156.633	149.383	2
1564.41	119.173	108.828	179.98	179.98	157.401	147.968	2
1524.82	87.292	103.995	180	179.98	154.379	153.466	2
1522.67	111.433	106.891	179.98	180	151.434	149.845	2
1557	101.624	127.713	180	180	151.09	152.128	2
1573.97	147.395	116.083	180	180	145.988	143.649	2
1585.96	160.334	116.79	180	180	146.727	143.232	2
1543.31	129.313	108.215	180	180	147.921	148.918	2
1548.95	142.098	114.75	180	180	149.523	145.981	2
1498.4	107.319	77.3071	179.98	180	150.829	150.889	2
1397.12	67.1639	67.7997	180	180	150.989	160.13	2
1378.06	64.0683	64.6475	179.98	180	150.799	160.607	2
1380.02	66.3189	69.4073	180	180	151.332	147.854	2
1433.43	65.0396	89.6926	180	180	150.577	145.754	2
1393.46	93.9523	82.4522	179.98	179.98	150.647	140.423	2
1368.43	109.304	97.7119	180	180	150.939	142.318	2
1350.09	97.7929	99.2932	180	180	149.697	149.913	2
1337.27	98.5531	67.1588	180	179.98	146.095	131.013	2
1306.59	91.7656	67.6927	180	180	140.248	130.987	2
1268.21	77.5365	86.8497	180	179.98	135.061	138.275	2
859.116	154.285	159.025	180	180	155.694	157.652	2
929.385	163.149	154.425	180	180	138.686	147.275	2
1031.93	164.573	161.682	180	180	129.903	136.921	2
1059.81	158.342	151.987	180	180	127.88	137.814	2
1040.4	165.653	171.735	180	180	130.431	128.791	2
1033.69	158.815	164.661	179.98	180	131.839	127.84	2
1079.41	152.152	156.481	180	180	132.103	134.379	2
1065	160.051	169.315	179.98	180	132.446	131.85	2
1065.82	160.513	154.177	180	179.98	133	135.821	2
1065.63	152.296	145.556	180	180	133.364	137.345	2
1026.73	148.157	154.981	180	180	133.282	126.897	2
1054.86	156.618	135.609	179.98	180	132.638	138.698	2
1095.85	159.677	161.236	180	180	130.608	131	2
1149.36	151.998	150.318	179.98	180	128.729	133.68	2
1066.47	158.503	171.428	180	179.98	128.947	127.009	2
1065.84	168.97	167.876	180	180	129.437	130.969	2
1043.02	167.571	170.181	179.98	180	129.827	128.107	2
1088.66	153.934	158.124	180	180	130.637	132.555	2
1089.37	166.283	170.572	180	180	132.096	132.3	2
1093.45	157.254	163.066	179.98	179.98	132.086	127.408	2
1136.24	161.003	179.727	180	180	132.04	130.124	2
1125.55	163.104	174.59	180	180	132.315	131.409	2
1115.29	162.47	171.592	180	179.98	132.462	132.933	2
1091.81	159.98	157.923	180	180	133.047	135.676	2
1081.63	157.844	156.084	180	180	134.677	137.579	2
1083.37	166.78	161.805	180	180	141.032	142.576	2
1082.64	164.561	156.232	180	179.98	136.623	139.801	2
1065.82	164.954	154.241	180	179.98	137.252	140.94	2
1067.72	163.936	169.783	180	180	136.759	137.05	2
1054.69	165.747	175.829	180	180	137.049	136.451	2
1049.59	167.193	157.722	180	179.98	136.864	141.26	2
1049.56	160.928	151.996	180	180	137.118	143.704	2
1237.38	136.902	115.449	180	180	164.693	158.592	2
1275.49	108.959	111.753	180	180	162.488	153.387	2
1288.61	174.567	142.64	179.972	179.972	135.278	131.084	2
757.676	142.011	149.416	180	180	105.942	105.267	2
1348.11	67.6048	72.8656	179.972	179.972	170.018	168.073	2
1174.25	75.9246	154.115	179.966	80.1818	127.067	64.8807	2
1182.71	74.0761	151.012	179.98	77.2325	124.82	63.2758	2
1018.63	81.5345	152.388	180	73.7103	122.979	62.625	2
1017.68	85.6345	152.208	180	72.4306	122.094	62.1713	2
1145.12	86.6067	150.085	179.966	71.2356	122.629	62.8128	2
1199.93	81.8009	149.05	179.966	71.3146	123.135	62.8275	2
1194.67	80.3143	146.875	180	70.6331	123.204	63.3579	2
1174.07	80.3558	146.412	180	71.1856	123.412	63.5621	2
1132.08	80.0204	146.48	179.98	65.4707	123.928	63.7428	2
1046.16	80.3045	145.514	179.966	65.1024	124.643	64.345	2
1163.71	80.4722	144.178	180	64.4835	125.703	65.0579	2
1182.87	79.8199	143.443	180	63.8557	127.038	65.7571	2
1190.62	78.8216	144.037	180	63.6879	128.437	66.5448	2
1190.44	75.9703	145.915	179.966	64.0227	129.696	67.0638	2
1177.94	85.7194	154.456	180	67.5153	132.113	71.2187	2
916.057	112.15	116.922	179.96	69.2869	117.424	76.0628	2
775.63	122.069	120.032	179.96	75.3928	104.436	70.045	2
1142.35	156.892	167.512	179.98	179.98	171.528	171.286	2
1212.53	111.714	126.101	179.98	179.98	171.885	160.525	2
1216.53	108.114	142.635	179.98	179.98	172.733	170.15	2
965.736	153.072	158.628	180	180	175.865	176.808	2
1031.69	133.356	168.458	180	180	151.019	156.298	2
1125.31	96.289	135.561	180	180	161.654	165.054	2
1436.82	103.694	111.749	180	180	153.048	138.784	2
1156.83	66.9311	57.4736	180	180	146.998	105.074	2
369.089	68.8589	68.8589	180	180	153.961	90.0601	2
1121.2	92.7838	67.29	179.98	180	155.585	104.018	2
1096.1	66.8898	42.5404	180	180	152.896	103.226	2
1229.6	83.8859	137.601	180	180	131.841	128.075	2
1243.92	65.1021	42.8282	180	180	150.389	108.052	2
1255.26	65.4493	44.6384	180	180	149.723	108.045	2
1253.59	65.2075	45.6893	179.972	180	150.346	108.151	2
1267.76	64.2849	46.1542	180	179.972	154.086	109.17	2
1255.87	64.6466	42.9591	180	179.972	151.959	108.08	2
1050.96	67.1415	39.8638	179.98	180	151.976	103.575	2
1245.33	65.0114	51.8863	180	179.972	152.032	107.717	2
1296.57	80.1715	98.0977	180	180	141.83	126.206	2
1299.48	84.2145	101.914	180	180	143.245	128.508	2
1292.76	82.769	100.277	179.972	179.972	143.423	128.376	2
1295.37	79.951	98.3365	180	180	145.911	131.042	2
1297.95	78.4939	97.6669	180	180	147.827	133.293	2
1299.69	88.1501	106.886	179.972	179.972	142.781	128.882	2
1300.77	93.3701	112.118	179.972	179.972	140.241	126.887	2
1295.81	94.7313	113.403	180	180	140.049	126.865	2
1257.12	90.8774	119.514	180	180	139.708	127.182	2
1233.34	93.5719	122.079	180	179.972	138.297	126.055	2
1161.94	66.0732	53.9947	179.972	179.972	153.255	106.776	2
1221.73	107.185	125.156	179.972	180	134.836	123.853	2
1234.23	91.6635	99.0242	179.98	179.98	122.978	108.922	2
1334.07	104.986	126.254	179.972	179.972	137.11	126.431	2
1081.81	68.8883	50.9151	179.98	180	141.425	104.418	2
1075.64	69.7606	59.867	180	180	135.681	103.789	2
1120.89	67.4047	40.27	180	180	147.117	103.873	2
1119.38	68.1661	53.0772	179.972	180	140.707	102.273	2
1095.06	67.9234	52.0182	180	180	141.15	103.756	2
1092.08	67.5742	50.3896	180	179.972	143.368	105.204	2
1385.8	118.844	111.57	179.98	179.98	161.943	156.977	2
1060.49	69.87	102.04	180	180	138.765	105.729	2
1182.09	160.225	167.898	180	180	101.768	99.5699	2
769.245	68.7476	68.7476	180	180	148.091	119.894	2
1060.03	85.315	107.438	179.98	180	160.777	143.848	2
1575.04	101.394	120.585	180	180	169.949	157.064	2
1655.07	142.924	120.405	180	180	144.86	135.84	2
1634.57	142.758	118.32	180	179.98	147.668	139.174	2
1433.91	92.1856	119.855	180	180	152.229	140.859	2
1439.83	95.6626	147.69	180	179.98	157.664	149.965	2
1425.89	90.8348	121.976	179.98	180	170.469	165.105	2
1271.13	163.408	158.516	180	180	140.688	136.7	2
1576.07	72.4026	82.1938	180	180	151.423	140.372	2
1537.25	141.376	121.588	179.98	179.98	144.607	137.509	2
1568.47	145.82	147.125	180	180	165.189	169.743	2
1578.7	155.104	154.423	179.98	179.98	172.108	167.991	2
1414.16	151.153	137.308	180	180	154.622	147.473	2
1282.2	137.194	106.514	179.98	180	166.698	157.23	2
1274.63	141.241	106.35	180	179.972	167.355	159.219	2
1296.8	137.169	108.422	179.972	179.972	166.644	156.421	2
1292.94	157.301	158.788	180	180	143.597	149.21	2
1277.86	155.786	156.515	180	180	142.851	148.395	2
1284.02	150.573	145.31	180	180	141.851	134.994	2
1304.85	132.537	119.582	180	180	153.868	142.522	2
1309.8	140.979	131.618	179.972	180	153.217	142.607	2
1309.21	146.131	141.763	179.972	180	144.072	134.631	2
1310.99	154.087	152.421	179.972	180	137.678	130.645	2
1319.1	157.808	156.861	179.972	180	135.981	130.084	2
1321.13	157.021	155.897	180	180	136.644	130.586	2
1334.05	153.267	151.144	180	180	138.728	131.644	2
1347.17	149.81	145.479	180	180	140.809	132.596	2
1342.22	149.898	146.333	180	180	140.267	132.192	2
1335.18	149.972	147.737	179.972	180	139.435	131.582	2
1316.44	153.784	152.502	180	180	136.009	129.346	2
1304.13	149.564	146.562	180	180	138.061	129.982	2
1317.94	164.816	156.796	180	180	151.886	148.461	2
1270.52	164.651	169.065	179.972	179.972	164.452	164.439	2
1289.71	124.394	114.209	180	180	160.056	162.432	2
1245.44	131.92	125.512	180	180	163.861	157.917	2
1260.48	164.508	167.639	180	180	156.024	154.244	2
1272.29	166.859	167.965	180	179.972	153.916	157.713	2
1356.66	124.91	96.4764	180	180	163.389	152.052	2
1285.51	91.5447	84.9122	180	180	160.35	152.759	2
1285.54	89.3464	84.0057	179.972	179.972	160.697	151.963	2
1304.52	92.0104	85.5811	179.972	179.972	161.14	154.494	2
1217.55	140.233	141.327	180	180	163.127	159.15	2
1264.43	133.853	111.924	180	180	163.669	153.941	2
1242.93	166.625	171.889	179.98	179.98	165.03	167.753	2
1239.57	158.876	160.833	179.98	180	158.931	154.795	2
1236.68	156.235	157.776	179.98	179.98	160.057	154.904	2
1237.25	105.323	98.4264	179.98	179.98	166.369	158.58	2
1243.18	145.509	142.585	180	180	167.422	166.723	2
1246.18	165.593	171.18	179.98	179.98	163.83	166.157	2
1247.25	164.859	169.077	180	180	160.507	160.377	2
1250.13	160.753	161.659	179.98	179.98	165.875	169.125	2
1281	102.439	94.5109	180	179.972	159.606	157.262	2
1291.5	106.377	95.6337	179.972	179.972	157.792	157.156	2
1291.26	94.5689	87.8292	180	180	163.147	155.88	2
1296.1	95.6684	89.4935	180	180	164.755	155.966	2
1297.05	96.2032	89.8817	180	180	164.465	155.788	2
1296.92	93.7465	87.7779	179.972	179.972	163.801	154.663	2
1300.87	101.679	96.2508	179.972	179.972	164.37	151.162	2
1305.57	89.1531	84.1952	180	180	164.069	151.465	2
1264.83	154.486	141.296	179.98	179.98	138.413	149.487	2
1267.07	156.035	147.419	180	180	136.351	147.138	2
1311.1	149.797	134.931	180	180	138.579	148.165	2
1315.9	155.733	139.714	179.972	180	125.246	137.692	2
1300.57	149.785	144.362	180	180	143.471	152.423	2
1317.68	175.951	177.147	180	179.972	161.799	162.485	2
1339.49	173.026	170.938	179.972	180	167.479	165.83	2
1475.89	151.317	146.117	179.98	179.98	138.003	140.399	2
1476.13	140.351	134.173	180	179.98	138.551	129.879	2
1624.12	129.433	113.47	180	180	140.602	128.946	2
1685.55	118.958	101.754	180	180	137.454	125.497	2
1655.4	91.161	106.841	180	180	160.417	139.851	2
1611.51	96.8517	115.016	180	180	154.833	134.934	2
1651.41	171.218	134.473	180	180	148.649	155.021	2
1700.12	166.128	131.73	179.98	179.98	153.775	161.863	2
1717.8	119.424	129.035	179.98	179.98	163.502	158.053	2
1722.67	122.042	110.985	180	180	151.969	141.215	2
1699.33	120.288	102.832	180	180	151.925	139.761	2
1658.68	106.96	99.5285	180	180	156.239	145.235	2
1596.55	80.8926	80.9752	179.98	179.98	162.037	142.1	2
1648.97	92.7064	91.078	180	180	166.596	155.601	2
1693.82	124.097	94.9502	180	180	153.787	140.281	2
1656.78	95.8426	101.363	179.98	179.98	162.118	139.757	2
1662.74	95.7906	100.989	180	179.98	160.77	138.156	2
1632.24	98.1552	96.2406	179.98	179.98	156.448	132.617	2
1547.35	105.099	102.418	180	180	141.985	116.97	2
1497.48	105.988	104.89	180	180	133.825	108.932	2
1445.61	100.12	100.795	180	180	134.05	111.356	2
1491.73	95.609	102.504	179.98	179.98	157.052	140.997	2
1179.93	114.549	123.993	180	180	168.018	159.569	2
1542.06	86.0452	81.4882	180	180	151.044	129.881	2
1536.65	97.7561	97.1844	180	180	154.428	138.682	2
1571.56	99.1531	110.349	180	180	157.733	145.521	2
1567.66	110.147	108.956	180	180	159.658	147.849	2
1536.68	102.795	111.304	180	180	161.285	148.509	2
1561.71	104.34	95.4921	180	180	156.507	138.227	2
1604.9	102.053	117.622	180	180	157.682	143.634	2
1258.89	120.389	109.119	179.972	179.972	163.653	155	2
1257.65	134.178	133.087	180	180	138.899	155.473	2
1242.67	111.934	100.819	180	179.972	158.07	145.387	2
1252.35	151.235	127.22	180	180	152.633	152.989	2
1211.73	137.455	131.312	179.98	179.98	146.188	137.945	2
1197.76	125.462	124.622	179.98	179.98	142.158	158.353	2
1149.89	117.397	149.917	180	180	161.491	161.858	2
1171.96	163.549	140.308	180	180	143.528	147.548	2
1236.22	153.307	153.166	179.972	180	133.913	127.312	2
1201.27	135.439	135.229	180	180	125.116	139.389	2
1262.37	101.099	87.7018	180	179.972	147.161	138.181	2
1288.42	127.02	113.521	180	180	138.214	127.836	2
1303.3	100.682	100.443	180	180	142.003	125.613	2
1379.83	135.616	93.28	180	180	144.832	132.305	2
1512.76	163.46	133.765	179.98	179.98	167.184	160.902	2
1527.1	147.962	136.261	180	180	140.657	131.895	2
1516.05	137.82	127.16	179.98	180	148.477	138.245	2
1516.69	144.97	129.917	180	180	149.337	140.264	2
1593.8	141.052	163.213	180	180	149.966	151.636	2
1570.5	137.231	154.107	180	180	148.034	140.682	2
1568.71	103.082	159.535	179.98	179.98	161.391	166.425	2
1551.25	97.5242	157.947	179.98	179.98	162.749	168.77	2
1536.74	164.59	150.598	180	179.98	157.611	154.953	2
1547.08	124.374	148.407	180	179.98	147.859	138.895	2
1585.66	139.336	154.829	179.98	180	146.306	139.284	2
1544.51	157.052	158.672	180	180	145.64	141.46	2
1511.99	116.871	156.663	180	180	148.445	151.922	2
1555.09	107.833	155.489	180	180	150.26	154.069	2
1562.57	100.378	149.728	180	180	152.485	156.106	2
1568.57	102.785	140.796	180	180	152.857	155.625	2
1584.08	124.357	133.457	180	180	152.589	152.995	2
1573.69	114.759	138.251	179.98	179.98	153.371	155.148	2
1555	146.242	146.176	179.98	180	152.027	145.549	2
1479.07	114.556	120.685	180	180	148.658	135.763	2
1369.53	124.239	121.804	180	179.972	139.778	127.281	2
1330.56	125.829	124.091	180	180	138.053	125.944	2
1485.22	145.817	151.804	180	179.966	140.051	140.865	2
1420.67	127.923	143.007	179.98	179.98	149.688	139.964	2
1422.2	122.034	124.315	180	180	154.804	155.115	2
1449.69	103.486	156.066	180	180	155.993	160.392	2
1407.38	165.707	124.433	179.972	179.972	141.096	133.251	2
1337.64	130.441	130.251	179.972	179.972	138.07	126.643	2
1256.98	138.109	137.237	179.972	180	140.154	129.366	2
1333.55	137.364	160.223	179.972	180	139.409	143.349	2
1364.29	131.234	157.325	180	180	139.243	143.658	2
1372.43	137.674	159.648	180	179.972	139.173	142.721	2
1356.58	130.826	149.925	180	180	140.359	143.529	2
1350.08	121.711	158.397	179.972	180	143.041	147.194	2
1316.59	125.696	147.314	179.972	180	144.367	147.139	2
1341.32	170.28	139.944	180	180	144.588	139.562	2
1290.84	123.091	143.313	180	180	145.081	147.771	2
1263.59	147.368	142.022	180	180	143.257	134.246	2
1271.12	152.055	172.796	180	179.98	172.78	174.94	2
1355.88	95.5709	114.08	179.972	180	163.242	165.746	2
1442.88	159.358	132.432	180	180	159.292	153.794	2
1450.52	164.539	134.675	179.972	179.972	153.376	146.277	2
1431.76	158.411	135.167	180	180	147.601	145.346	2
1350.15	120.77	142.293	180	179.96	144.007	147.374	2
1345.69	138.413	139.484	180	180	145.673	146.563	2
1289.94	130.303	144.272	179.972	180	147.837	149.643	2
1201.62	125.859	143.859	179.98	179.98	145.921	148.818	2
1176.57	130.755	142.993	179.972	180	144.879	147.73	2
1231.75	143.182	167.975	180	180	143.795	152.065	2
1195.68	143.006	166.582	180	179.966	142.026	151.328	2
1117.25	142.5	162.694	180	180	141.678	152.624	2
1095.32	143.631	167.344	179.972	179.972	145.874	155.183	2
1076.33	144.161	158.982	180	180	148.141	159.418	2
1091.58	144.342	163.162	180	180	142.644	153.737	2
1098.67	144.65	158.683	180	180	142.32	154.445	2
1106.33	143.764	162.087	180	180	141.617	153.145	2
1107.56	146.563	168.588	179.972	180	140.049	149.367	2
1105.68	143.598	167.526	180	180	139.574	149.452	2
1099.94	136.607	159.665	179.98	180	139.476	152.051	2
1092.41	137.034	154.737	180	179.98	138.871	152.4	2
1094.03	137.019	160.97	179.98	179.98	137.258	149.513	2
1082.53	137.18	164.694	179.98	179.98	133.138	145.338	2
1053.55	143.896	170.054	180	180	131.484	140.65	2
1224.17	131.767	152.461	180	180	147.241	154.777	2
1323.57	105.989	141.386	179.972	179.972	156.435	157.983	2
1450.04	136.265	144.114	180	179.98	145.345	143.108	2
1486.64	151.272	142.059	180	179.98	142.302	139.012	2
1628.04	80.4322	124.602	179.98	179.98	170.506	175.379	2
1612.07	102.655	157.567	180	180	173.95	170.342	2
1611.91	102.12	165.756	180	180	166.974	161.059	2
1722.03	98.9014	137.232	180	180	162.691	156.381	2
1258.33	149.192	159.915	180	179.98	135.483	146.654	2
1437.71	134.081	142.908	179.972	179.972	151.03	155.033	2
1486.13	128.076	119.656	180	180	165.065	155.902	2
1412.91	127.559	114.833	180	180	163.005	150.422	2
1474.8	112.649	111.552	180	180	161.546	150.988	2
1479.37	137.391	121.904	180	180	169.718	168.259	2
1015.5	115.708	135.377	179.972	179.972	159.889	148.458	2
1211.61	98.2291	134.219	180	179.98	154.42	144.57	2
979.413	126.955	137.366	179.972	179.972	159.8	149.578	2
1253.93	104.914	106.872	179.972	180	145.759	126.512	2
1110.04	91.1028	102.572	180	180	166.832	150.632	2
1137.9	96.2544	105.684	180	180	160.608	146.271	2
1107.65	96.1371	118.95	180	180	148.274	133.751	2
1151.94	89.8782	131.83	180	180	157.874	144.54	2
1153.59	88.5759	130.021	179.98	180	158.525	159.684	2
1136.7	107.67	141.174	180	180	156.631	146.164	2
1121.82	132.109	122.539	180	180	156.624	149.31	2
1114.53	131.228	132.385	180	180	155.532	147.908	2
1142.7	159.951	173.227	180	180	135.408	133.528	2
1079.1	144.396	144.758	180	180	136.596	130.276	2
1196.75	102.13	119.09	179.98	180	159.49	146.418	2
1153.57	97.3057	113.32	180	180	155.908	140.617	2
1134.21	97.9184	111.538	180	180	153.14	137.092	2
1126.78	97.7015	110.075	179.972	179.972	153.849	138.07	2
1174.19	147.868	119.667	180	180	160.771	152.93	2
1172.94	157.112	129.576	180	179.98	153.223	156.059	2
1158.43	141.967	122.198	180	180	151.412	158.906	2
1150.37	118.837	131.114	180	180	153.095	141.499	2
1149.5	116.25	130.201	180	180	155.811	144.341	2
1130.25	93.2629	114.577	180	180	157.996	169.483	2
1178.78	97.0872	103.519	180	179.98	152.377	135.514	2
1188.32	107.956	141.047	180	180	163.524	155.467	2
1120.24	92.3151	116.197	180	180	148.397	131.939	2
1118.71	94.4541	110.736	180	180	146.238	128.793	2
1220.68	129.049	117.867	180	180	159.467	149.422	2
1205.04	83.5836	123.738	180	180	159.055	143.779	2
1188	103.771	126.369	180	179.98	159.174	145.73	2
1174.74	81.2925	118.419	180	179.98	159.875	143.491	2
1164.84	113.049	120.998	179.98	180	157.172	144.042	2
1140.05	80.3633	112.647	180	179.98	157.232	139.884	2
1130.21	89.4514	110.124	180	180	157.589	140.595	2
1141.62	77.6032	110.456	180	179.972	157.409	139.349	2
1143.4	82.9697	118.726	180	180	152.165	136.216	2
1154.49	83.7485	120.231	180	180	153.046	137.529	2
1161.77	83.3525	120.255	179.98	180	153.872	138.383	2
1164.87	97.5739	120.24	179.98	179.98	153.835	139.601	2
1168.87	81.6024	118.429	179.98	179.98	156.052	140.222	2
1152.22	109.026	119.04	179.98	180	157.218	143.681	2
1142.56	80.9082	116.553	179.98	179.98	155.055	138.338	2
1115.53	83.6022	115.21	179.98	179.98	152.145	134.864	2
1181.8	130.847	119.944	180	180	155.451	144.032	2
1180.01	84.6353	124.244	180	180	155.944	140.917	2
1172.11	149.583	121.197	180	180	154.443	145.788	2
1152.85	83.4293	119.879	179.98	179.98	156.106	140.314	2
1166.47	83.3095	119.361	180	180	156.038	140.175	2
1150.08	91.5627	115.044	180	180	155.915	139.975	2
1191.06	120.045	148.814	179.98	179.98	155.874	146.804	2
1149.68	89.9335	115.625	180	180	155.553	139.349	2
1125.26	93.3964	114.9	180	179.98	154.832	138.607	2
1154.69	78.4357	113.231	180	180	157.2	139.953	2
1149.07	78.8792	115.826	180	179.98	155.797	138.871	2
1153.99	126.245	118.736	180	180	153.96	142.839	2
1161.72	81.5631	117.678	180	180	153.121	136.672	2
1166.36	79.4903	116.914	180	180	154.123	137.48	2
1170.55	79.9416	116.294	180	180	158.663	142.026	2
1156.52	103.953	114.024	180	180	158.052	145.399	2
1149.44	113.828	118.653	180	180	157.019	144.281	2
1131.75	94.2555	113.111	180	180	155.078	139.172	2
1165.37	113.867	114.074	179.98	180	157.015	143.58	2
1175.23	117.298	116.957	180	180	156.977	143.937	2
1187.45	82.0351	131.179	180	180	157.22	141.896	2
1165.79	100.51	118.683	180	180	155.286	140.53	2
1161.88	97.9725	117.643	180	179.98	155.619	140.428	2
1142.1	99.7915	117.464	180	180	153.192	138.129	2
1137.78	84.4115	116.993	179.98	180	152.49	136.218	2
1138.65	93.0582	113.314	180	180	156.03	140.071	2
1124.03	75.3848	110.55	180	180	156.881	138.938	2
1162.28	82.8727	128.411	180	180	157.51	143.252	2
1167.26	91.4879	120.712	179.98	179.98	155.259	140.273	2
1139.48	74.9423	109.753	180	180	165.178	148.964	2
1103.15	79.5393	101.057	180	180	160.668	142.528	2
1125.83	89.6613	124.515	179.98	180	158.871	144.301	2
1112.08	92.162	112.813	179.98	179.98	160.752	145.684	2
1110.68	84.0813	103.415	180	180	164.802	148.67	2
1118.65	85.7372	104.849	180	180	164.999	149.587	2
1106.75	115.463	137.765	180	180	160.797	169.594	2
1115.19	113.953	128.595	180	180	152.739	163.874	2
1080.94	109.083	108.986	180	180	155.764	157.729	2
1087.16	104.796	115.279	180	180	157.926	158.638	2
1088.5	103.31	118.652	180	180	158.633	162.141	2
1070.1	116.386	147.261	179.956	180	130.81	130.512	2
1331.58	113.339	147.755	180	180	149.108	146.388	2
1333.58	120.921	139.845	180	179.972	149.36	149.155	2
1320.78	96.1776	105.277	180	179.96	158.695	158.253	2
1330.06	101.622	109.299	179.952	180	158.944	158.956	2
1351.91	118.779	113.412	179.96	180	159.271	159.818	2
1371.62	126.252	115.105	180	180	158.899	159.918	2
1381.69	132.14	120.345	179.972	179.972	157.961	159.288	2
1382.66	135.829	128.46	180	180	156.702	158.134	2
1436.06	152.774	148.317	180	179.972	151.378	153.965	2
1466.44	159.38	158.264	180	180	148.079	149.912	2
1461.43	154.789	156.135	179.972	179.972	146.856	150.112	2
1462.32	158.319	160.881	180	180	147.421	148.597	2
1395.86	127.238	141.065	179.972	180	156.859	156.809	2
1425.61	129.759	145.985	179.972	179.972	156.448	156.225	2
1420.44	137.287	145.917	180	180	155.042	155.672	2
1425.31	138.719	156.444	180	180	153.147	151.84	2
1408.94	133.743	155.687	179.972	179.972	153.205	151.767	2
1394.5	125.671	153.486	180	180	155.127	153.323	2
1379.75	122.608	144.845	180	180	157.136	155.89	2
1371.54	122.027	137.756	179.972	179.972	158.876	158.061	2
1366.43	121.929	132.136	179.972	179.972	160.262	159.92	2
1383.46	136.186	139.311	180	180	160.994	161.234	2
