Height	Angle1	Angle2	Angle3	Angle4	Angle5	Angle6	label
1679.84	109.461	128.527	162.798	180	178.757	168.21	0
1721.75	89.8996	146.019	113.395	179.966	176.549	165.671	0
1704.43	88.3105	134.406	108.436	180	177.382	166.754	0
1702.69	79.3541	133.287	113	179.98	177.737	168.516	0
1714.64	90.7449	137.381	106.501	179.98	178.18	168.482	0
1645.98	77.4134	106.801	159.307	180	177.442	169.013	0
1637.6	79.2691	102.245	158.893	180	177.407	169.562	0
1623.56	82.511	87.9272	162.515	168.112	177.649	175.692	0
1603.99	84.6494	82.3144	164.239	138.677	177.88	173.731	0
1608.77	86.6255	89.6173	166.294	135.921	178.159	174.496	0
1606.14	84.0531	91.6693	163.665	134.029	178.729	172.712	0
1612.46	87.2472	100.918	164.243	133.605	178.738	171.5	0
1619.82	92.4367	103.199	163.636	132.731	177.791	170.357	0
1638.33	105.651	110.553	161.38	139.836	176.169	170.109	0
1653.77	116.588	118.779	159.34	148.162	175.359	170.561	0
1648.85	112.153	119.165	162.617	156.096	175.253	171.729	0
1692.13	131.751	135.359	163.759	165.497	175.497	173.968	0
1685.9	122.902	130.309	166.775	170.165	175.585	175.242	0
1694.3	126.498	133.106	164.465	170.102	175.806	175.443	0
1708.05	133.103	136.088	166.249	168.265	175.87	176.217	0
1688.58	124.727	129.847	165.993	174.467	175.665	175.896	0
1680.52	124.74	133.41	166.715	176.916	175.147	175.677	0
1671.85	121.826	120.713	167.81	178.595	174.045	172.878	0
1663.79	120.037	121.665	171.404	178.954	173.262	173.121	0
1655.45	118.802	117.469	171.945	177.171	172.898	173.703	0
1656.84	119.677	116.547	178.476	177.904	174.121	176.557	0
1660.73	119.605	119.404	177.741	177.782	175.657	178.575	0
1669.98	114.033	122.662	160.244	175.614	176.842	176.912	0
1690.46	109.893	132.558	144.537	175.561	177.4	174.854	0
1687.15	106.555	128.987	134.916	175.434	177.166	172.089	0
1674.04	103.17	130.147	124.022	166.306	176.541	167.368	0
1659.16	95.9815	126.881	116.949	169.24	175.895	165.585	0
1646.2	97.213	117.351	111.58	157.65	175.642	165.001	0
1609.31	91.8988	118.537	114.071	143.45	174.72	162.575	0
1565.21	88.5096	110.501	121.098	127.182	174.017	160.344	0
1602.83	86.034	103.771	126.532	152.274	173.611	160.102	0
1604.93	79.2103	100.245	131.081	154.469	173.337	161.47	0
1597.55	79.6069	94.408	137.734	154.718	173.34	162.856	0
1592.54	83.4371	91.5138	137.547	152.78	173.449	162.567	0
1644.73	88.7894	103.824	137.464	162.063	174.119	167.616	0
1678.24	90.6601	121.262	143.478	166.757	174.964	169.263	0
1694.01	98.6861	130.868	154.565	170.455	175.257	170.411	0
1655.53	90.0896	111.842	166.37	169.296	175.341	170.019	0
1660.33	96.0956	124.246	171.139	164.555	175.384	164.573	0
1643.39	89.6484	117.211	175.772	161.566	175.159	174.949	0
1658.11	100.306	127.245	174.8	162.037	175.412	175.77	0
1665.17	106.898	128.359	174.31	167.288	176.189	174.139	0
1653.99	102.178	126.45	170.917	159.82	177.168	176.244	0
1652.82	90.9078	121.689	167.123	161.984	176.644	174.064	0
1673.27	98.9715	126.081	170.963	167.864	177.203	168.619	0
1661.25	98.6787	122.357	171.794	168.274	177.682	170.339	0
1638.66	91.0287	117.286	170.419	166.355	176.95	173.443	0
1619.57	88.3024	111.502	169.291	165.781	176.949	173.342	0
1604.79	90.8009	106.471	167.354	166.454	177.804	174.569	0
1592.6	91.7169	97.7752	166.015	168.129	178.368	176.285	0
1562.23	90.0225	99.5254	167.726	157.86	178.397	178.251	0
1594.73	91.1904	95.6845	168.44	166.348	178.582	173.116	0
1582.1	96.7706	92.5878	168.958	164.652	178.71	170.73	0
1587.29	97.6403	102.018	170.748	176.459	178.252	173.347	0
1593.2	99.0644	111.489	169.122	172.019	177.764	172.24	0
1589.98	98.6665	111.211	165.578	170.496	177.587	171.571	0
1588.11	102.187	107.891	167.809	131.779	177.373	172.571	0
1591.84	106.347	110.329	168.56	134.741	177.078	173.309	0
1602.18	112.14	116.805	170.393	143.466	177.015	174.044	0
1613.58	116.876	124.07	170.85	148.217	177.231	174.06	0
1630.42	119.33	127.126	173.944	155.551	177.374	174.581	0
1657.72	130.977	131.158	174.937	151.746	177.179	175.799	0
1662.78	136.228	134.422	170.756	153.959	176.696	176.361	0
1646.4	127.035	128.004	166.565	160.784	175.915	176.178	0
1652.48	123.615	126.702	163.73	177.827	175.517	176.256	0
1658.34	130.109	133.895	161.503	169.71	174.851	174.195	0
1676.15	128.407	132.7	157.656	170.534	173.166	170.004	0
1697.37	135.224	141.356	156.515	171.899	172.705	168.222	0
1703.97	130.603	134.6	156.746	172.575	173.251	166.969	0
1705.68	129.176	133.22	157.377	171.926	173.582	166.624	0
1705.77	129.033	132.585	159.005	172.604	173.955	166.972	0
1703.67	128.787	131.781	159.339	173.099	174.328	167.214	0
1705.24	129.594	131.676	159.481	170.746	174.981	167.836	0
1705.27	131.233	130.841	159.128	170.471	175.672	168.51	0
1706.29	131.237	129.751	158.934	170.421	176.451	169.237	0
1708.16	129.179	128.83	158.644	172.463	177.187	169.898	0
1709.66	128.181	128.363	158.25	171.833	177.405	169.947	0
1709.47	128.47	126.817	158.143	175.3	177.375	169.805	0
1705.53	128.948	126.271	158.678	176.948	177.314	169.969	0
1704.97	130.654	126.333	158.762	173.569	177.236	169.608	0
1708.86	130.344	127.205	159.049	171.84	177.249	169.28	0
1705.2	130.19	127.313	159.276	168.334	177.247	169.928	0
1708.04	129.805	127.77	160.67	171.278	177.383	170.294	0
1701.61	128.549	130.016	165.004	165.667	177.239	173.052	0
1700.44	127.555	130.228	173.327	166.779	176.808	174.808	0
1697.25	125.532	130.731	178.484	165.872	176.249	177.549	0
1696.81	124.913	131.302	175.005	163.809	175.699	178.828	0
1698.24	125.727	130.825	173.919	165.131	174.931	177.91	0
1697.97	128.055	130.619	172.26	165.023	173.96	176.248	0
1696.88	128.729	130.597	168.783	164.083	172.962	174.797	0
1686.02	131.285	131.955	172.226	162.929	172.183	173.52	0
1688.17	131.587	132.038	176.708	164.697	171.628	172.815	0
1677.89	130.873	131.614	173.77	164.437	171.357	173.175	0
1673.71	131.783	131.728	172.008	164.791	171.243	173.735	0
1663.2	132.07	131.408	173.555	165.503	171.238	174.014	0
1660.72	132.368	131.105	174.724	165.637	171.317	173.979	0
1657	132.571	131.538	175.648	165.078	171.433	174.186	0
1649.71	131.949	128.22	176.782	166.036	171.555	174.157	0
1646.28	131.251	123.429	174.944	167.625	171.589	173.81	0
1635.34	125.951	114.988	172.048	169.424	171.581	173.478	0
1642.14	124.981	124.553	170.554	167.952	171.447	172.921	0
1650.7	124.305	129.152	166.998	168.242	171.015	171.222	0
1638.8	121.953	125.417	163.678	169.446	169.989	168.814	0
1644.18	120.821	125.24	166.786	169.974	169.015	166.144	0
1644.63	120.172	126.283	169.072	169.801	168.515	164.944	0
1643.98	119.895	123.972	169.616	170.113	168.748	165.147	0
1640.47	119.817	122.554	171.798	170.53	169.146	165.649	0
1645.95	119.792	121.757	173.579	170.521	169.607	166.246	0
1642.3	119.411	120.961	174.313	170.698	170.327	167.477	0
1642.58	118.17	119.734	174.877	171.013	171.168	169.063	0
1647.22	116.383	119.415	174.913	171.3	171.826	169.917	0
1651.33	114.72	119.707	172.478	171.918	171.882	169.636	0
1657.04	115.38	119.629	173.576	170.867	171.813	169.844	0
1659.14	115.98	119.871	173.127	170.822	171.601	169.282	0
1661.29	116.307	120.304	174.706	170.651	171.572	169.11	0
1652.61	116.758	120.721	175.462	170.748	171.583	169.287	0
1641.47	116.735	121.876	172.489	171.063	171.174	168.665	0
1643.55	116.318	123.217	171.313	171.324	171.061	167.924	0
1645.38	118.89	124.784	171.443	171.26	170.66	166.822	0
1649.58	121.651	127.015	173.096	169.908	170.603	166.651	0
1648.25	120.047	127.144	172.288	175.331	170.643	165.606	0
1649.85	118.893	124.25	170.27	173.296	170.849	164.52	0
1645.89	119.311	121.72	170.655	167.368	171.142	164.4	0
1647.03	121.098	124.223	172.038	165.002	171.552	164.211	0
1650.51	120.713	122.113	170.361	154.645	171.773	162.455	0
1652.73	120.06	119.742	171.383	150.212	172.369	161.871	0
1653.44	118.932	119.608	173.249	153.447	173.287	162.916	0
1647.9	116.099	115.219	169.437	150.258	174.571	164.219	0
1634.28	113.073	110.933	161.839	152.842	175.799	167.356	0
1639.29	109.475	110.014	171.135	153.123	176.339	168.919	0
1603.8	95.6784	103.672	162.475	151.084	177.146	166.139	0
1575.82	89.4274	94.4401	154.373	152.947	177.157	162.592	0
1558.25	83.3377	91.3215	150.095	153.657	177.948	160.461	0
1560.37	79.9891	94.3824	149.006	156.59	178.12	159.826	0
1550.79	79.703	93.1907	149.474	156.551	178.032	159.234	0
1549.08	84.1467	94.8939	151.853	162.135	178.334	160.413	0
1540.69	84.1989	95.3397	139.651	165.928	178.232	160.726	0
1507.95	81.6939	92.204	129.936	169.917	178.277	159.947	0
1506.33	83.1754	90.0704	128.69	169.688	178.155	162.1	0
1507.33	90.1029	86.2153	129.948	171.195	178.28	164.294	0
1509.59	91.6419	85.1221	134.613	173.172	178.322	166.794	0
1560.12	95.1476	81.8526	152.315	172.884	178.427	171.093	0
1581.98	95.4454	87.7345	169.36	166.094	177.7	175.397	0
1585.77	99.027	94.8644	166.827	167.379	176.396	179.382	0
1590.13	96.4273	84.8349	173.889	168.773	175.487	175.257	0
1594.83	98.4647	79.9532	177.592	166.041	174.87	174.559	0
1577.21	96.861	98.9241	138.154	161.476	174.416	165.686	0
1596.61	95.6292	103.274	133.655	164.654	173.977	165.89	0
1606.96	108.979	105.666	126.73	166.548	173.301	168.062	0
1608.29	121.654	104.56	122.164	164.916	172.562	169.211	0
1607.77	127.655	102.886	122.298	162.618	172.141	169.253	0
1625.19	128.256	110.562	122.617	163.697	171.506	169.424	0
1634.38	128.339	116.62	126.598	165.324	170.763	169.764	0
1644.61	129.015	119.626	129.943	168.245	170.032	169.954	0
1650.2	129.383	121.417	136.341	171.25	169.349	170.197	0
1654.9	130.101	122.754	149.522	170.891	168.98	169.637	0
1656.78	134.492	125.538	160.756	167.143	168.478	168.5	0
1653.52	136.716	126.89	163.683	161.925	168.077	167.97	0
1650.33	136.751	125.987	162.266	163.624	167.825	167.238	0
1648.11	137.568	127.285	157.649	167.622	167.57	166.437	0
1650.23	137.988	130.711	160.294	168.657	167.097	165.143	0
1647.44	138.022	133.355	165.507	166.177	166.666	164.462	0
1644.18	137.677	133.634	171.917	164.05	166.331	163.776	0
1632.83	135.934	133.698	167.366	163.334	166.706	163.95	0
1635.13	133.838	133.223	167.18	164.07	166.951	164.045	0
1628.48	129.509	129.156	169.146	164.611	168.126	164.47	0
1642.79	126.145	123.487	172.063	166.37	169.273	164.578	0
1651.72	123.289	121.823	174.883	167.118	169.279	163.246	0
1660.06	121.03	121.515	175.388	166.532	170.152	163.216	0
1663.41	117.294	120.329	177.352	166.337	170.5	163.001	0
1672.72	117.085	120.405	179.661	166.264	170.421	162.604	0
1679.12	118.737	123.088	179.693	166.945	170.457	162.496	0
1686.94	120.012	124.047	179.513	169.733	170.803	162.946	0
1694.87	121.472	124.634	178.917	169.511	171.361	163.246	0
1699.08	121.38	124.43	178.265	170.717	171.545	163.532	0
1701.27	121.367	123.054	177.994	170.422	172.134	165.117	0
1701.36	121.294	120.585	177.709	172.743	172.593	166.858	0
1692.35	121.863	120.361	176.915	178.079	172.873	169.592	0
1692.22	121.781	120.768	176.596	175.176	173.264	169.685	0
1692.15	122.593	120.057	175.54	175.582	173.432	170.086	0
1695.46	123.23	120.246	173.911	172.864	173.748	170.871	0
1692.64	123.773	119.996	175.334	170.119	173.744	172.019	0
1691.04	123.788	119.355	178.72	168.283	173.711	172.679	0
1684.77	122.637	115.93	172.386	177.446	173.538	174.274	0
1673.33	122.516	118.744	174.486	171.708	173.791	172.222	0
1660.86	122.339	119.575	167.374	175.884	174.144	172.881	0
1661.69	121.835	120.923	171.884	174.669	174.485	173.809	0
1657.39	120.555	120.753	177.015	172.948	174.663	172.744	0
1651.64	119.788	120.303	175.842	175.968	174.916	172.76	0
1650.88	119.308	119.992	177.564	172.781	175.204	172.844	0
1656.82	119.021	119.73	175.872	174.421	175.361	173.041	0
1655.95	118.019	119.724	179.442	172.331	175.395	172.842	0
1656.08	117.266	119.381	176.016	173.75	175.451	172.852	0
1662.36	116.849	118.835	175.205	172.89	175.508	172.833	0
1662.24	117.792	118.786	170.603	178.674	175.564	173.797	0
1659.87	117.884	118.912	169.411	171.58	175.519	174.626	0
1656.37	116.389	118.419	172.096	169.735	175.474	174.476	0
1650.33	115.766	117.958	177.535	171.192	175.436	174.176	0
1646.16	115.423	117.734	175.187	173.854	175.453	174.207	0
1657.56	114.909	117.403	179.885	171.233	175.463	173.894	0
1656.83	114.376	116.441	174.526	175.251	175.467	173.857	0
1658.15	113.579	115.971	172.466	173.064	175.487	173.722	0
1661.07	112.961	115.6	177.859	168.617	175.506	173.594	0
1657.94	112.582	110.658	177.063	177.623	175.517	175.797	0
1652.86	110.192	112.961	175.431	170.568	175.586	173.627	0
1654.05	107.882	110.852	175.628	169.399	175.698	173.863	0
1650.06	108.194	110.909	174.162	168.918	175.752	174.516	0
1647.9	109.282	112.06	172.292	170.407	175.795	175.045	0
1653.02	108.655	112.155	172.262	173.647	175.843	174.817	0
1652.22	108.519	112.508	173.403	174.311	175.889	175.129	0
1658.07	108.083	111.791	175.836	177.144	175.932	174.992	0
1659.78	108.007	111.248	176.072	174.778	175.972	175.054	0
1662.96	108.117	111.311	174.678	174.556	176.018	175.162	0
1658.78	108.015	110.858	173.58	172.881	176.066	175.148	0
1659.84	107.937	110.668	169.704	172.543	176.095	175.164	0
1670.29	107.601	110.676	174.65	174.671	176.109	175.05	0
1666.92	107.252	110.438	178.029	166.652	176.121	174.888	0
1672.96	106.914	110.164	176.446	162.799	176.134	174.615	0
1673.79	106.522	109.723	173.405	161.512	176.145	174.316	0
1673.32	106.169	109.271	173.609	165.743	176.165	173.94	0
1673.49	105.843	108.844	173.132	168.413	176.185	173.58	0
1674.6	105.704	108.641	173.183	166.23	176.204	173.441	0
1675.59	105.524	108.546	173.926	163.214	176.231	173.471	0
1677.51	107.31	109.873	174.294	166.306	176.128	173.087	0
1671.52	108.929	110.961	175.127	169.241	175.965	172.85	0
1667.56	109.873	111.695	174.927	177.213	175.786	172.153	0
1663.8	110.656	112.095	172.524	176.977	175.576	171.673	0
1660.66	111.576	113.077	171.581	176.132	175.475	171.387	0
1656.37	111.276	113.745	171.731	175.687	175.377	170.274	0
1657.12	113.369	115.004	173.541	168.295	175.51	170.243	0
1655.84	114.933	115.409	175.73	163.217	175.633	170.199	0
1654.09	115.694	114.86	175.252	167.586	175.862	169.009	0
1652.84	116.373	115.115	174.883	176.59	175.992	170.294	0
1662.22	116.045	114.444	174.899	166.868	176.238	166.747	0
1661.46	115.661	114.053	173.91	149.784	176.624	164.515	0
1657.6	114.721	113.799	169.516	139.371	176.967	163.944	0
1644.8	110.531	112.815	162.627	131.331	177.566	164.258	0
1644.36	107.501	111.52	167.336	132.481	177.826	164.32	0
1640.9	105.152	110.152	172.969	139.523	178.059	164.387	0
1649.62	106.805	109.221	177.019	175.214	178.202	170.181	0
1641.56	105.732	110.703	175.725	153.148	178.283	164.656	0
1648.9	105.796	110.658	174.322	157.194	178.318	165.502	0
1649.32	106.495	110.996	178.405	164.802	178.329	167.348	0
1643.98	108.402	111.422	173.168	173.208	178.325	169.052	0
1649.16	113.649	113.842	174.187	174.403	178.195	170.013	0
1649.36	115.13	116.2	173.597	175.204	178.069	169.64	0
1657.25	117.312	118.745	172.379	175.395	177.961	169.753	0
1651.11	115.181	116.963	171.704	177.866	177.892	169.017	0
1642.55	114.956	116.65	168.294	178.129	177.542	169.767	0
1633.67	113.692	117.26	169.111	178.785	177.02	169.481	0
1639.51	111.431	117.694	171.429	179.704	176.499	168.371	0
1640.24	113.529	118.075	172.525	177.43	176.308	168.732	0
1636.35	112.265	117.412	173.425	175.347	176.132	167.849	0
1636.12	111.548	117.538	173.264	172.763	176.002	167.589	0
1630.62	111.931	118.07	173.12	169.911	175.963	168.277	0
1625.84	111.655	118.584	173.389	166.117	175.953	168.667	0
1630.35	112.1	118.961	178.973	167.352	175.935	169.41	0
1635.87	111.265	119.021	179.078	168.016	175.956	169.545	0
1639	111.556	119.776	172.844	174.257	176.001	171.695	0
1640.88	113.032	120.006	179.127	179.244	176.014	171.945	0
1647.07	113.636	120.096	174.864	177.907	175.975	172.646	0
1646.19	114.131	120.059	175.401	176.208	175.864	172.864	0
1647.47	112.041	119.114	175.025	176.388	175.655	172.513	0
1650.66	111.878	118.726	174.138	174.795	175.389	172.475	0
1648.51	112.52	119.01	173.248	172.23	175.117	172.887	0
1649.4	112.152	118.822	173.304	170.687	174.862	172.793	0
1651.54	111.833	118.392	173.065	172.381	174.671	172.515	0
1645.78	112.156	118.632	172.649	170.067	174.544	172.754	0
1652.79	111.765	118.668	173.112	171.367	174.495	172.604	0
1657.16	111.894	118.788	172.643	170.341	174.398	172.563	0
1668.56	112.21	119.107	172.197	177.357	174.278	172.44	0
1671.66	111.749	119.764	171.852	177.639	174.149	172.192	0
1672.26	112.195	120.828	172.237	175.492	173.971	172.028	0
1665.48	112.177	120.565	172.635	171.017	173.823	171.942	0
1663.12	112.455	120.642	172.809	170.178	173.771	171.939	0
1661.2	113.126	120.753	172.664	167.323	173.729	172.192	0
1663.79	113.061	120.718	173.076	169.132	173.743	172.266	0
1655.86	113.465	120.574	172.847	168.682	173.797	172.702	0
1654.42	113.546	120.461	173.615	168.396	173.878	172.742	0
1649.34	114.398	120.576	174.026	168.054	174.026	173.012	0
1652.85	114.859	120.351	174.231	169.583	174.203	173.229	0
1650.21	115.046	120.036	174.525	168.589	174.338	173.471	0
1658.8	115.321	119.647	174.578	174.027	174.453	173.758	0
1664.97	115.238	119.539	174.679	171.773	174.416	173.818	0
1662.09	115.112	119.511	172.34	168.378	174.327	173.775	0
1664.76	114.848	119.24	174.931	169.149	174.158	173.633	0
1669.5	114.527	118.656	176.789	173.042	173.885	173.403	0
1668.79	114.316	118.056	175.345	170.909	173.536	172.927	0
1669.28	114.435	117.568	174.086	169.859	173.371	172.818	0
1666.52	114.262	117.102	174.849	171.005	173.264	172.819	0
1667.08	114.092	116.906	175.329	173.521	173.227	172.778	0
1667	114.539	116.62	176.751	175.371	173.063	172.698	0
1664.07	115.789	117.399	176.21	176.32	172.919	173.317	0
1661.86	116.802	118.298	176.008	175.719	172.858	173.506	0
1661.73	117.892	119.088	177.085	174.466	172.916	173.692	0
1657.86	118.485	117.945	178.156	170.327	173.05	173.612	0
1656.2	118.182	118.77	178.899	171.803	172.842	173.947	0
1655.79	117.984	119.716	177.216	173.536	172.661	173.963	0
1656.15	117.849	120.545	174.481	175.059	172.636	174.15	0
1653.53	117.78	120.614	179.552	174.539	172.716	173.21	0
1650.52	118.036	120.835	178.933	174.841	172.793	172.632	0
1643.91	118.521	121.12	176.013	174.63	172.878	171.814	0
1638.15	119.053	120.983	174.159	172.965	173.058	170.906	0
1637.14	119.342	122.306	171.342	172.443	173.067	170.413	0
1641.41	120.106	124.866	168.949	175.2	172.83	170.318	0
1642.37	119.551	124.924	170.413	176.484	172.528	169.989	0
1632.58	118.978	125.787	171.541	175.339	172.106	169.643	0
1621.55	119.183	126.278	168.841	174.069	171.521	168.645	0
1610.64	118.854	126.489	167.85	170.645	170.696	167.26	0
1599.27	117.487	125.462	173.58	175.64	169.476	164.956	0
1584.86	116.582	124.66	177.831	175.026	167.524	163.571	0
1559.91	114.406	122.983	174.878	171.694	165.346	162.023	0
1538.61	113.049	120.43	178.053	175.772	162.439	158.264	0
1509.95	108.937	114.469	177.526	166.127	157.789	152.355	0
1504.28	102.033	108.436	178.74	170.524	155.691	149.356	0
1489.79	97.3621	103.902	177.827	168.985	154.859	148.502	0
1484.33	97.2977	106.496	177.844	165.257	153.675	146.743	0
1473.56	94.8294	104.929	175.401	171.137	153.146	146.427	0
1448.88	91.3921	102.275	178.821	167.963	151.33	143.4	0
1394.48	89.3527	97.0032	174.747	153.865	149.969	141.056	0
1399.37	83.4237	90.4095	167.534	176.244	147.384	135.705	0
1349.05	82.8222	88.198	168.087	154.033	146.016	133.217	0
1266.79	78.5714	67.414	168.498	119.401	142.497	119.829	0
1272.66	82.1119	71.7211	164.551	100.999	142.001	114.588	0
1321.87	104.187	97.1349	140.525	74.8064	143.111	110.611	0
1351.34	103.455	105.779	114.235	132.895	144.308	111.488	0
1285.96	90.3794	88.4155	120.011	112.827	145.301	103.184	0
1205.56	91.3428	68.6651	93.9347	85.3269	145.684	91.0747	0
1191.35	79.3639	57.9179	98.7073	70.58	146.746	79.7334	0
1558.92	73.8285	135.01	96.5733	160.813	147.761	120.351	0
1631.32	72.6541	145.206	96.8641	180	148.623	130.383	0
1636.51	140.228	141.908	180	180	149.905	156.762	0
1632.02	131.329	136.685	179.96	179.98	151.133	158.499	0
1634.83	130.447	135.719	179.966	180	151.542	158.889	0
1612.47	124.461	129.942	179.966	180	151.558	158.9	0
1610.84	129.066	131.833	180	180	151.248	158.346	0
1589.94	126.593	129.084	179.98	180	151.055	157.668	0
1598.29	127.329	131.439	179.98	180	150.824	157.105	0
1591.95	128.601	130.823	179.98	180	150.503	156.894	0
1589.83	131.015	131.05	179.966	180	150.44	157.025	0
1597.72	131.143	132.394	180	180	151.015	157.757	0
1586.03	124.597	127.163	180	180	151.381	158.536	0
1589.03	127.378	127.171	180	180	151.429	158.889	0
1601.54	130.447	129.352	179.98	180	151.741	159.308	0
1613.1	128.302	129.218	180	180	152.388	160.496	0
1627.1	130.614	133.172	180	179.98	151.916	159.64	0
1613.17	130.68	129.954	180	180	151.53	159.549	0
1628.69	131.909	134.409	180	180	151.188	159.185	0
1613.47	132.103	129.371	180	180	151.369	159.356	0
1611.5	132.494	128.328	180	180	151.359	159.172	0
1615.19	133.245	129.154	180	180	151.247	158.633	0
1615.41	133.259	128.908	179.98	180	151.821	158.87	0
1613.91	131.893	128.778	179.98	179.98	153.048	159.482	0
1609.87	129.077	127.866	179.98	179.98	154.19	161.591	0
1617.75	127.128	129.578	180	180	155.365	163.65	0
1634.56	127.183	134.025	179.98	179.98	155.519	163.754	0
1603.15	123.065	124.166	179.98	179.98	154.496	163.194	0
1608.86	123.913	126.651	179.98	179.98	153.524	161.304	0
1602.75	120.831	124.76	180	180	153.274	161.016	0
1629.43	130.182	135.443	180	180	151.588	157.804	0
1614.27	127.414	131.01	180	180	150.756	157.313	0
1613.78	125.953	130.988	180	180	150.334	157.119	0
1625.63	130.56	136.123	180	180	149.622	156.08	0
1631.14	128.13	136.275	179.98	180	147.536	153.802	0
1634.73	125.814	135.331	179.98	179.98	147.099	153.208	0
1655.23	128.535	137.242	180	180	147.523	154.165	0
1632.49	131.795	132.746	179.98	179.98	146.848	154.042	0
1629.81	101.502	135.631	141.958	179.98	145.707	139.272	0
1625.26	102.35	135.332	142.07	179.98	145.488	138.977	0
1617.69	101.746	134.341	142.723	180	145.235	138.824	0
1618.25	101.201	134.274	143.034	180	145.267	139.06	0
1619.34	101.384	134.25	143.156	180	145.319	139.26	0
1627.66	101.526	134.065	143.517	179.98	145.353	139.271	0
1626.39	101.814	133.771	146.108	179.98	145.406	140.474	0
1627.81	98.6303	133.253	144.429	180	146.03	140.437	0
1621.19	99.6052	131.597	143.064	180	146.28	139.712	0
1581.95	102.864	123.186	61.827	180	145.167	138.712	0
1595.6	102.54	129.407	55.3902	179.96	145.012	138.511	0
1570.37	100.323	113.289	47.9053	163.839	145.067	132.136	0
1566.12	100.253	112.373	147.417	163.764	145.033	132.162	0
1579.25	99.0184	124.902	145.889	180	144.974	138.37	0
1576.63	98.185	122.806	145.896	179.98	144.826	138.293	0
1579.6	99.6172	122.836	147.482	179.98	143.818	138.354	0
1575.2	99.0396	122.493	147.137	180	143.469	138.03	0
1549.85	97.3635	108.04	146.925	163.504	143.538	130.966	0
1543.8	95.4639	108.354	146.978	164.857	143.75	132.058	0
1534.2	93.7534	108.303	147.381	164.927	144.127	132.828	0
1529.07	93.7749	120.965	63.12	179.966	145.315	139.915	0
1520.55	91.8655	118.54	63.2504	180	145.273	138.941	0
1539.66	89.5341	119.456	63.6781	179.966	145.325	138.753	0
1556.36	88.9748	109.157	62.6422	165.694	145.628	133.511	0
1581.58	90.6228	110.926	54.5432	167.066	146.057	136.265	0
1602.86	94.7916	113.128	74.5941	165.749	146.766	138.598	0
1553.23	100.344	55.9069	152.703	96.1071	147.859	112.872	0
1637.2	103.798	118.768	156.879	166.241	148.605	144.192	0
1680.83	115.337	136.694	161.252	179.98	149.519	152.754	0
1674.93	110.451	138.037	162.871	180	149.557	153.881	0
1664.28	107.84	139.158	160.514	180	149.864	154.11	0
1660.33	104.983	137.609	51.8421	179.98	150.051	155.965	0
1659.38	129.179	136.597	180	180	150.213	159.485	0
1664.5	126.012	138.838	180	180	149.957	158.805	0
1642.29	128.354	134.993	179.98	179.98	149.524	158.19	0
1638.98	123.656	136.159	180	180	149.241	157.575	0
1634.25	118.435	135.598	180	180	149.635	157.946	0
1645.71	132.136	137.799	179.98	180	151.488	159.539	0
1645.52	128.949	134.276	180	180	153.355	162.736	0
1596.53	113.222	118.719	179.98	180	152.81	164.163	0
1554.12	110.167	109.484	179.966	179.966	149.026	158.265	0
1580.62	135.008	135.994	180	180	142.307	146.354	0
1592.41	117.407	136.589	145.489	180	142.951	133.976	0
1595.59	130.028	133.364	66.6901	179.98	143.724	147.976	0
1590.02	110.211	130.024	140.768	179.98	144.349	134.501	0
1604.11	128.48	130.433	179.966	180	145.077	153.228	0
1605	127.858	129.394	180	180	145.295	153.619	0
1603.39	126.567	128.588	179.966	180	145.426	153.815	0
1595.43	123.368	126.548	180	180	145.548	154.009	0
1580.39	118.308	123.186	180	180	145.601	153.96	0
1481.75	119.246	122.02	180	180	146.044	153.041	0
1490.58	119.655	121.892	180	180	146.252	153.366	0
1490.85	119.576	121.8	180	179.98	146.487	153.699	0
1507.79	115.699	118.814	179.966	180	148.005	156.969	0
1504.3	116.883	116.626	180	179.98	147.977	156.967	0
1462.15	117.468	119.477	179.966	179.98	146.96	154.745	0
1466.74	118.37	120.741	180	179.966	146.409	153.746	0
1471.3	119.222	122.297	180	180	145.818	152.546	0
1476.64	120.221	123.56	179.966	180	145.265	151.628	0
1479.87	119.928	124.106	180	179.966	145.42	152.065	0
1523.08	125.819	130.729	180	179.98	146.415	153.738	0
1494.88	127.148	125.307	179.966	180	146.689	154.28	0
1524.77	125.752	123.54	179.98	179.96	147.022	154.786	0
1563.2	116.56	122.889	179.98	179.98	147.818	156.168	0
1536.33	116.36	121.901	180	180	147.99	154.607	0
1508.51	118.624	122.126	179.966	179.98	148.583	156.526	0
1499.7	110.54	114.902	179.98	179.98	149	156.59	0
1496.66	108.731	113.096	179.98	179.98	149.226	155.914	0
1504.81	115.378	115.233	180	180	149.29	155.473	0
1530.38	122.962	123.351	179.966	180	149.523	155.494	0
1597.88	129.922	137.664	180	180	151.344	157.961	0
1540.08	127.666	129.733	179.98	180	152.143	159.099	0
1529.27	118.286	126.105	179.98	180	154.111	160.658	0
1561.76	117.758	123.005	180	180	154.925	161.283	0
1583.66	101.794	112.029	180	179.98	154.735	160.837	0
1546.92	101.73	113.377	179.96	179.96	153.704	158.858	0
1525.09	103.293	115.241	180	179.98	152.225	156.027	0
1530.32	104.447	118.174	180	180	151.237	155.644	0
1536.95	105.251	117.384	180	180	151.65	156.541	0
1516.8	95.3989	105.247	180	180	152.4	156.816	0
1533.42	100.307	110.822	179.98	180	153.049	158.018	0
1504.45	93.7715	101.842	180	180	152.174	156.622	0
